year,month,day,hour,minute,seconds,jday,wv_height,wnd_dir,wnd_spd,wnd_gspd,atm_prs,air_temp
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.3000000e+01,4.3000000e+01,0.0000000e+00,2.7657153e+02,3.4900000e+00,3.0000000e+02,1.0700000e+01,1.2800000e+01,1.0120000e+03,1.1500000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.4000000e+01,4.3000000e+01,0.0000000e+00,2.7661319e+02,3.7800000e+00,3.1000000e+02,7.3000000e+00,9.4000000e+00,1.0124000e+03,1.1500000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.5000000e+01,4.3000000e+01,0.0000000e+00,2.7665486e+02,3.2000000e+00,3.0600000e+02,9.9000000e+00,1.2300000e+01,1.0129000e+03,1.2900000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.6000000e+01,4.3000000e+01,0.0000000e+00,2.7669653e+02,3.2700000e+00,3.0400000e+02,1.1300000e+01,1.3600000e+01,1.0139000e+03,1.2500000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.7000000e+01,4.3000000e+01,0.0000000e+00,2.7673819e+02,3.2700000e+00,3.0200000e+02,1.0400000e+01,1.3000000e+01,1.0150000e+03,1.2800000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.8000000e+01,4.3000000e+01,0.0000000e+00,2.7677986e+02,3.8300000e+00,3.0900000e+02,1.0300000e+01,1.3200000e+01,1.0157000e+03,1.2700000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.9000000e+01,4.3000000e+01,0.0000000e+00,2.7682153e+02,3.7800000e+00,3.0200000e+02,9.9000000e+00,1.2600000e+01,1.0165000e+03,1.2800000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,2.0000000e+01,4.3000000e+01,0.0000000e+00,2.7686319e+02,4.0200000e+00,3.0600000e+02,9.8000000e+00,1.3200000e+01,1.0173000e+03,1.2600000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,2.1000000e+01,4.3000000e+01,0.0000000e+00,2.7690486e+02,3.8100000e+00,3.1200000e+02,1.0700000e+01,1.2400000e+01,1.0179000e+03,1.2500000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,2.2000000e+01,4.3000000e+01,0.0000000e+00,2.7694653e+02,4.3600000e+00,3.1000000e+02,1.0100000e+01,1.2200000e+01,1.0185000e+03,1.2700000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,2.3000000e+01,4.3000000e+01,0.0000000e+00,2.7698819e+02,3.6900000e+00,3.2000000e+02,9.7000000e+00,1.1900000e+01,1.0192000e+03,1.2600000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,0.0000000e+00,4.3000000e+01,0.0000000e+00,2.7702986e+02,4.1300000e+00,3.1600000e+02,9.4000000e+00,1.2100000e+01,1.0200000e+03,1.2600000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.0000000e+00,4.3000000e+01,0.0000000e+00,2.7707153e+02,4.3100000e+00,3.1700000e+02,9.2000000e+00,1.1200000e+01,1.0206000e+03,1.2600000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,2.0000000e+00,4.3000000e+01,0.0000000e+00,2.7711319e+02,3.8900000e+00,3.0800000e+02,8.8000000e+00,1.0800000e+01,1.0214000e+03,1.2700000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,3.0000000e+00,4.3000000e+01,0.0000000e+00,2.7715486e+02,3.9200000e+00,3.0700000e+02,8.8000000e+00,1.1300000e+01,1.0223000e+03,1.2700000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,4.0000000e+00,4.3000000e+01,0.0000000e+00,2.7719653e+02,4.1200000e+00,3.1000000e+02,7.8000000e+00,9.8000000e+00,1.0228000e+03,1.2600000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,5.0000000e+00,4.3000000e+01,0.0000000e+00,2.7723819e+02,3.9500000e+00,3.0200000e+02,6.3000000e+00,8.2000000e+00,1.0235000e+03,1.2500000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,6.0000000e+00,4.3000000e+01,0.0000000e+00,2.7727986e+02,3.5600000e+00,2.9700000e+02,6.0000000e+00,7.7000000e+00,1.0239000e+03,1.2600000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,7.0000000e+00,4.3000000e+01,0.0000000e+00,2.7732153e+02,3.5100000e+00,2.8300000e+02,5.9000000e+00,7.9000000e+00,1.0243000e+03,1.2700000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,8.0000000e+00,4.3000000e+01,0.0000000e+00,2.7736319e+02,3.5300000e+00,2.8600000e+02,6.0000000e+00,7.8000000e+00,1.0247000e+03,1.2700000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,9.0000000e+00,4.3000000e+01,0.0000000e+00,2.7740486e+02,3.5900000e+00,2.7400000e+02,4.6000000e+00,6.3000000e+00,1.0248000e+03,1.2600000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.0000000e+01,4.3000000e+01,0.0000000e+00,2.7744653e+02,3.7600000e+00,2.4800000e+02,5.0000000e+00,6.9000000e+00,1.0248000e+03,1.2900000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.1000000e+01,4.3000000e+01,0.0000000e+00,2.7748819e+02,3.4500000e+00,2.4500000e+02,5.6000000e+00,8.8000000e+00,1.0248000e+03,1.2700000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.2000000e+01,4.3000000e+01,0.0000000e+00,2.7752986e+02,4.0500000e+00,2.4100000e+02,5.4000000e+00,6.9000000e+00,1.0252000e+03,1.2600000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.3000000e+01,4.3000000e+01,0.0000000e+00,2.7757153e+02,3.5400000e+00,2.3200000e+02,5.1000000e+00,6.6000000e+00,1.0253000e+03,1.2500000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.4000000e+01,4.3000000e+01,0.0000000e+00,2.7761319e+02,3.6700000e+00,2.4500000e+02,6.8000000e+00,8.5000000e+00,1.0253000e+03,1.3000000e+01
2.0100000e+03,1.0000000e+01,4.0000000e+00,1.5000000e+01,4.3000000e+01,0.0000000e+00,2.7765486e+02,3.2200000e+00,2.3400000e+02,6.3000000e+00,7.5000000e+00,1.0257000e+03,1.3300000e+01
